"","X","COSMIC_ID","sample_name","sample_id","model_id","model_name","patient_id","BROAD_ID","CCLE_ID","tissue_descriptor_1","tissue_descriptor_2","tissue_descriptor","tissue","tissue_status","sample_site","cancer_type","cancer_type_passports","gender","ethnicity","age_at_sampling","family_history_of_cancer","smoking_status","alcohol_exposure_intensity","alcohol_consumption_per_week","history_diabetes","diabetes_treatment","colorectal_cancer_risk_factors","GDSC_1000","whole_exome_seq","cna","gene_expression","methylation","drug_response"
"748",946,753566,"J82","SIDS00172","SIDM00693","J82","SIDP00138","ACH-000396","J82_URINARY_TRACT","urogenital_system","Bladder","urogenital_system","Bladder","Tumour","Urinary Bladder","BLCA","Bladder Carcinoma","Male","White",58,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"749",1131,907065,"HT-1197","SIDS00167","SIDM00676","HT-1197","SIDP00133","ACH-000547","HT1197_URINARY_TRACT","urogenital_system","Bladder","urogenital_system","Bladder","Tumour","Urinary Bladder","BLCA","Bladder Carcinoma","Male","White",44,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"750",1132,907066,"HT-1376","SIDS00168","SIDM00678","HT-1376","SIDP00134","ACH-000724","HT1376_URINARY_TRACT","urogenital_system","Bladder","urogenital_system","Bladder","Tumour","Urinary Bladder","BLCA","Bladder Carcinoma","Female","White",58,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"751",665,1298134,"HeLa","SIDS00019","SIDM00846","HeLa","SIDP00015","ACH-001086","HELA_CERVIX","urogenital_system","cervix","urogenital_system","Cervix","Tumour","Cervix","CESC","Cervical Carcinoma","Female","Black",31,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"752",837,687505,"C-33-A","SIDS00089","SIDM00889","C-33-A","SIDP00072","ACH-001333","C33A_CERVIX","urogenital_system","cervix","urogenital_system","Cervix","Tumour","Cervix","CESC","Cervical Carcinoma","Female","White",66,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"753",838,687506,"C-4-I","SIDS00091","SIDM00905","C-4-I","SIDP00074","ACH-001334","C4I_CERVIX","urogenital_system","cervix","urogenital_system","Cervix","Tumour","Cervix","CESC","Cervical Carcinoma","Female","White",41,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"754",1085,906843,"DoTc2-4510","SIDS00115","SIDM00864","DoTc2-4510","SIDP00092","ACH-001341","DOTC24510_CERVIX","urogenital_system","cervix","urogenital_system","Cervix","Tumour","Cervix","CESC","Cervical Carcinoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"755",1432,930297,"SiHa","SIDS00357","SIDM01093","SiHa","SIDP00302","ACH-000556","SIHA_CERVIX","urogenital_system","cervix","urogenital_system","Cervix","Tumour","Cervix","CESC","Cervical Carcinoma","Female","Unknown",55,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"756",591,1240179,"MS751","SIDS00205","SIDM00638","MS751","SIDP00167","ACH-001360","MS751_CERVIX","urogenital_system","cervix","urogenital_system","Cervix","Metastasis","Lymph node","CESC","Cervical Carcinoma","Female","White",47,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"757",1134,907068,"HT-3","SIDS00170","SIDM00679","HT-3","SIDP00136","ACH-001525","HT3_CERVIX","urogenital_system","cervix","urogenital_system","Cervix","Metastasis","Lymph Node","CESC","Cervical Carcinoma","Female","White",58,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"758",1459,949154,"OMC-1","SIDS00698","SIDM00240","OMC-1","SIDP00624","ACH-002180","OMC1_CERVIX","urogenital_system","cervix","urogenital_system","Cervix","Metastasis","Lymph Node","CESC","Cervical Carcinoma","Female","East Asian",52,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","N","Y","Y"
"759",840,687514,"ME-180","SIDS00200","SIDM00627","ME-180","SIDP00163","ACH-001359","ME180_CERVIX","urogenital_system","cervix","urogenital_system","Cervix","Metastasis","Omentum","CESC","Cervical Carcinoma","Female","White",66,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"760",1069,906824,"Ca-Ski","SIDS00094","SIDM00923","Ca-Ski","SIDP00076","ACH-001336","CASKI_CERVIX","urogenital_system","cervix","urogenital_system","Cervix","Metastasis","Small intestine","CESC","Cervical Carcinoma","Female","White",40,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"761",615,1240212,"SISO","SIDS01158","SIDM00394","SISO","SIDP01044","ACH-001650","SISO_CERVIX","urogenital_system","cervix","urogenital_system","Cervix","Tumour","Unknown","CESC","Cervical Carcinoma","Female","East Asian",67,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"762",903,724839,"SW756","SIDS00398","SIDM01174","SW756","SIDP00342","ACH-001402","SW756_CERVIX","urogenital_system","cervix","urogenital_system","Cervix","Tumour","Unknown","CESC","Cervical Carcinoma","Female","White",46,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"763",1433,930298,"SKG-IIIa","SIDS01060","SIDM00381","SKG-IIIa","SIDP00952","ACH-002020","SKGIIIA_CERVIX","urogenital_system","cervix","urogenital_system","Cervix","Tumour","Uterine cervix","CESC","Cervical Carcinoma","Female","East Asian",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"764",1144,907268,"JiyoyeP-2003","SIDS00056","SIDM00808","JiyoyeP-2003","SIDP00044","ACH-002252","JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","Burkitt_lymphoma","lymphoma","Haematopoietic and Lymphoid","Tumour","Ascites",NA,"Burkitt's Lymphoma","Male","Black",7,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"765",1257,909255,"PA-1","SIDS00332","SIDM01140","PA-1","SIDP00279","ACH-001374","PA1_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Metastasis","Ascites",NA,"Ovarian Carcinoma","Female","White",12,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"766",1265,909699,"RMG-I","SIDS01050","SIDM00352","RMG-I","SIDP00943","ACH-000719","RMGI_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Tumour","Ascites",NA,"Ovarian Carcinoma","Female","East Asian",34,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"767",1348,910695,"TGBC24TKB","SIDS00710","SIDM00267","TGBC24TKB","SIDP00634","ACH-002312","TGBC24TKB_BILIARY_TRACT","digestive_system","biliary_tract","digestive_system","Biliary Tract","Metastasis","Ascites",NA,"Biliary Tract Carcinoma","Female","East Asian",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"768",1371,910906,"ST486","SIDS00384","SIDM01198","ST486","SIDP00328","ACH-000567","ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","Burkitt_lymphoma","lymphoma","Haematopoietic and Lymphoid","Metastasis","Ascites",NA,"Burkitt's Lymphoma","Female","Unknown",0,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"769",1135,907069,"HuCCT1","SIDS00971","SIDM00587","HuCCT1","SIDP00869","ACH-000976","HUCCT1_BILIARY_TRACT","digestive_system","biliary_tract","digestive_system","Biliary Tract","Tumour","Bile duct",NA,"Biliary Tract Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"770",645,1290807,"G-292 Clone A141B1","SIDS00121","SIDM00858","G-292-Clone-A141B1","SIDP00097","ACH-000082","G292CLONEA141B1_BONE","bone","osteosarcoma","bone","Bone","Tumour","Bone",NA,"Osteosarcoma","Female","White",9,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"771",1126,907060,"HOS","SIDS00058","SIDM00806","HOS","SIDP00046","ACH-000613","HOS_BONE","bone","osteosarcoma","bone","Bone","Tumour","Bone",NA,"Osteosarcoma","Female","White",13,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"772",1271,909707,"Saos-2","SIDS00350","SIDM01084","Saos-2","SIDP00295","ACH-000410","SAOS2_BONE","bone","osteosarcoma","bone","Bone","Tumour","Bone",NA,"Osteosarcoma","Female","White",11,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"773",887,688121,"VA-ES-BJ","SIDS00423","SIDM01179","VA-ES-BJ","SIDP00365","ACH-001702","VAESBJ_SOFT_TISSUE","soft_tissue","soft_tissue_other","soft_tissue","Soft Tissue","Metastasis","Bone marrow",NA,"Other Sarcomas","Male","White",41,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"774",1179,907323,"L-540","SIDS01093","SIDM00329","L-540","SIDP00982","ACH-000806","L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","Hodgkin_lymphoma","lymphoma","Haematopoietic and Lymphoid","Tumour","Bone marrow",NA,"Hodgkin's Lymphoma","Female","Unknown",20,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"775",1278,909716,"SJRH30","SIDS00358","SIDM01095","SJRH30","SIDP00303","ACH-000833;ACH-001741;ACH-001189","SJRH30_SOFT_TISSUE","soft_tissue","rhabdomyosarcoma","soft_tissue","Soft Tissue","Metastasis","Bone marrow",NA,"Rhabdomyosarcoma","Male","White",17,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"776",772,1331040,"SUP-M2","SIDS01170","SIDM00421","SUP-M2","SIDP01056","ACH-000226","SUPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","anaplastic_large_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Tumour","Cerebrospinal fluid ",NA,"T-Cell Non-Hodgkin's Lymphoma","Female","Unknown",5,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"777",1130,907064,"HT-1080","SIDS00015","SIDM00828","HT-1080","SIDP00012","ACH-000054","HT1080_SOFT_TISSUE","soft_tissue","fibrosarcoma","soft_tissue","Soft Tissue","Tumour","Connective tissue",NA,"Other Sarcomas","Male","White",35,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"778",1307,909754,"SW684","SIDS00397","SIDM01175","SW684","SIDP00341","ACH-002309","SW684_SOFT_TISSUE","soft_tissue","fibrosarcoma","soft_tissue","Soft Tissue","Tumour","Connective tissue",NA,"Other Sarcomas","Male","White",68,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"779",1309,909756,"SW872","SIDS00400","SIDM01159","SW872","SIDP00344","ACH-002310","SW872_SOFT_TISSUE","soft_tissue","soft_tissue_other","soft_tissue","Soft Tissue","Tumour","Connective tissue",NA,"Other Sarcomas","Male","White",36,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"780",1418,924248,"TE-441-T","SIDS00409","SIDM01173","TE-441-T","SIDP00352","ACH-000772","TE441T_SOFT_TISSUE","soft_tissue","rhabdomyosarcoma","soft_tissue","Soft Tissue","Tumour","Connective tissue",NA,"Rhabdomyosarcoma","Female","Black",14,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"781",1430,930082,"RL95-2","SIDS00346","SIDM01088","RL95-2","SIDP00291","ACH-000965","RL952_ENDOMETRIUM","urogenital_system","endometrium","urogenital_system","Endometrium","Tumour","Endometrium",NA,"Endometrial Carcinoma","Female","White",65,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","N","Y"
"782",1279,909717,"SJSA-1","SIDS00359","SIDM01112","SJSA-1","SIDP00304","ACH-000748","SJSA1_BONE","bone","bone_other","bone","Bone","Tumour","Femur",NA,"Osteosarcoma","Male","Black",19,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"783",1361,910849,"NY","SIDS01028","SIDM00569","NY","SIDP00922","ACH-002178","NY_BONE","bone","osteosarcoma","bone","Bone","Tumour","Femur",NA,"Osteosarcoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"784",1328,909977,"HuO-3N1","SIDS00974","SIDM00584","HuO-3N1","SIDP00872","ACH-002142","HUO3N1_BONE","bone","osteosarcoma","bone","Bone","Tumour","Ilium",NA,"Osteosarcoma","Female","Unknown",15,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"785",1165,907298,"G-402","SIDS00124","SIDM00855","G-402","SIDP00100","ACH-000375","G402_SOFT_TISSUE","soft_tissue","soft_tissue_other","soft_tissue","Soft Tissue","Tumour","Kidney",NA,"Other Sarcomas","Female","White",0.75,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"786",1072,906827,"CAL-72","SIDS00477","SIDM00930","CAL-72","SIDP00414","ACH-001715","CAL72_BONE","bone","osteosarcoma","bone","Bone","Tumour","Left knee",NA,"Osteosarcoma","Male","Unknown",10,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"787",614,1240210,"RH-41","SIDS01147","SIDM00426","RH-41","SIDP01034","ACH-000100","RH41_SOFT_TISSUE","soft_tissue","rhabdomyosarcoma","soft_tissue","Soft Tissue","Tumour","Liver",NA,"Rhabdomyosarcoma","Female","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"788",1090,906848,"ECC10","SIDS00659","SIDM00280","ECC10","SIDP00588","ACH-000560","ECC10_STOMACH","digestive_system","stomach","digestive_system","Stomach","Metastasis","Liver",NA,"Gastric Carcinoma","Male","East Asian",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"789",1110,906999,"GCT","SIDS00126","SIDM00853","GCT","SIDP00102","ACH-000835","GCT_SOFT_TISSUE","soft_tissue","soft_tissue_other","soft_tissue","Soft Tissue","Metastasis","Lung",NA,"Other Sarcomas","Male","Unknown",29,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"790",753,1330975,"NCI-H660","SIDS00311","SIDM01123","NCI-H660","SIDP00258","ACH-000177","NCIH660_PROSTATE","urogenital_system","prostate","urogenital_system","Prostate","Metastasis","Lymph node",NA,"Prostate Carcinoma","Male","White",63,"","Smoker","",NA,"","",NA,TRUE,"Y","Y","Y","Y","N"
"791",1205,908138,"MKN1","SIDS00688","SIDM00271","MKN1","SIDP00615","ACH-000351","MKN1_STOMACH","digestive_system","stomach","digestive_system","Stomach","Metastasis","Lymph Node",NA,"Gastric Carcinoma","Male","East Asian",72,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"792",1314,909769,"TGBC1TKB","SIDS00708","SIDM00252","TGBC1TKB","SIDP00633","ACH-001861","TGBC1TKB_BILIARY_TRACT","digestive_system","biliary_tract","digestive_system","Biliary Tract","Metastasis","Lymph Node",NA,"Biliary Tract Carcinoma","Female","East Asian",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"793",1117,907047,"HCC1806","SIDS00142","SIDM00875","HCC1806","SIDP00113","ACH-000624","HCC1806_BREAST","breast","breast","breast","Breast","Tumour","Mammary gland",NA,"Breast Carcinoma","Female","Black",60,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"794",1261,909262,"Raji","SIDS00021","SIDM00844","Raji","SIDP00017","ACH-000654","RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","Burkitt_lymphoma","lymphoma","Haematopoietic and Lymphoid","Tumour","Maxilla",NA,"Burkitt's Lymphoma","Male","Black",11,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"795",1162,907290,"H-EMC-SS","SIDS00906","SIDM00535","H-EMC-SS","SIDP00809","ACH-001519","HEMCSS_BONE","bone","chondrosarcoma","bone","Bone","Tumour","Muscle",NA,"Chondrosarcoma","Female","Unknown",77,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"796",1263,909264,"RD","SIDS00017","SIDM00847","RD","SIDP00013","ACH-000169","RD_SOFT_TISSUE","soft_tissue","rhabdomyosarcoma","soft_tissue","Soft Tissue","Tumour","Muscle",NA,"Rhabdomyosarcoma","Female","White",7,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"797",1360,910784,"A204","SIDS00066","SIDM00798","A204","SIDP00051","ACH-000201","A204_SOFT_TISSUE","soft_tissue","rhabdomyosarcoma","soft_tissue","Soft Tissue","Tumour","Muscle",NA,"Rhabdomyosarcoma","Female","Unknown",1,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"798",581,1240166,"KYM-1","SIDS01006","SIDM00552","KYM-1","SIDP00900","ACH-000607","KYM1_SOFT_TISSUE","soft_tissue","rhabdomyosarcoma","soft_tissue","Soft Tissue","Tumour","Neck",NA,"Rhabdomyosarcoma","Male","East Asian",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"799",1093,906852,"EFO-27","SIDS00504","SIDM01051","EFO-27","SIDP00441","ACH-000936","EFO27_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Metastasis","Omentum",NA,"Ovarian Carcinoma","Female","Unknown",36,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"800",549,1240128,"ES-2","SIDS00118","SIDM00861","ES-2","SIDP00094","ACH-000906","ES2_OVARY","urogenital_system","ovary","urogenital_system","Ovary","Tumour","Ovary",NA,"Ovarian Carcinoma","Female","Black",47,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"801",1088,906846,"EB2","SIDS00116","SIDM00863","EB2","SIDP00093","ACH-001064","EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","Burkitt_lymphoma","lymphoma","Haematopoietic and Lymphoid","Metastasis","Ovary",NA,"Burkitt's Lymphoma","Female","Black",7,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"802",723,1303896,"GA-10","SIDS00125","SIDM00854","GA-10","SIDP00101","ACH-000162","GA10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","Burkitt_lymphoma","lymphoma","Haematopoietic and Lymphoid","Tumour","Peripheral blood",NA,"Burkitt's Lymphoma","Male","White",41,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"803",741,1330935,"L-1236","SIDS01090","SIDM00313","L-1236","SIDP00979","ACH-000702","L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","Hodgkin_lymphoma","lymphoma","Haematopoietic and Lymphoid","Tumour","Peripheral blood",NA,"Hodgkin's Lymphoma","Male","Unknown",34,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"804",759,1330987,"P32-ISH","SIDS01040","SIDM00362","P32-ISH","SIDP00933","ACH-002293","P32ISH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","Burkitt_lymphoma","lymphoma","Haematopoietic and Lymphoid","Tumour","Peripheral blood",NA,"Burkitt's Lymphoma","Male","East Asian",8,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"805",1075,906831,"Daudi","SIDS00020","SIDM00845","Daudi","SIDP00016","ACH-000786","DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","Burkitt_lymphoma","lymphoma","Haematopoietic and Lymphoid","Tumour","Peripheral Blood",NA,"Burkitt's Lymphoma","Male","Black",16,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"806",1122,907056,"HH","SIDS00156","SIDM00671","HH","SIDP00122","ACH-000061","HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","leukemia","T_cell_leukemia","leukemia","Haematopoietic and Lymphoid","Tumour","Peripheral Blood",NA,"T-Cell Non-Hodgkin's Lymphoma","Male","White",61,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"807",1208,908142,"MLMA","SIDS01015","SIDM00561","MLMA","SIDP00909","ACH-002274","MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","leukemia","hairy_cell_leukaemia","leukemia","Haematopoietic and Lymphoid","Tumour","Peritoneal effusion",NA,"Other Blood Cancers","Female","East Asian",32,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"808",1178,907322,"L-428","SIDS01092","SIDM00327","L-428","SIDP00981","ACH-000754","L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","Hodgkin_lymphoma","lymphoma","Haematopoietic and Lymphoid","Metastasis","Pleural effusion",NA,"Hodgkin's Lymphoma","Female","Unknown",37,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"809",1298,909742,"SU-DHL-1","SIDS01162","SIDM00390","SU-DHL-1","SIDP01048","ACH-000664","SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","anaplastic_large_cell_lymphoma","lymphoma","Haematopoietic and Lymphoid","Metastasis","Pleural effusion",NA,"T-Cell Non-Hodgkin's Lymphoma","Male","Unknown",10,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"810",1327,909976,"KM-H2","SIDS00554","SIDM01018","KM-H2","SIDP00488","ACH-000815","KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","Hodgkin_lymphoma","lymphoma","Haematopoietic and Lymphoid","Metastasis","Pleural effusion",NA,"Hodgkin's Lymphoma","Male","Unknown",37,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"811",1407,924110,"HDLM-2","SIDS00529","SIDM01064","HDLM-2","SIDP00464","ACH-000267","HDLM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","Hodgkin_lymphoma","lymphoma","Haematopoietic and Lymphoid","Metastasis","Pleural effusion",NA,"Hodgkin's Lymphoma","Male","Unknown",74,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"812",1018,905965,"SR","SIDS00861","SIDM00096","SR","SIDP00768","ACH-000338;ACH-000338","SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE;SR786_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","lymphoid_neoplasm other","lymphoma","Haematopoietic and Lymphoid","Metastasis","Pleural Effusion",NA,"T-Cell Non-Hodgkin's Lymphoma","Male","White",11,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"813",1080,906836,"DEL","SIDS00495","SIDM00949","DEL","SIDP00432","ACH-000233","DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","lymphoid_neoplasm other","lymphoma","Haematopoietic and Lymphoid","Metastasis","Pleural Effusion",NA,"T-Cell Non-Hodgkin's Lymphoma","Male","Unknown",12,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"814",1082,906838,"DG-75","SIDS00496","SIDM00948","DG-75","SIDP00433","ACH-002232","DG75_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","lymphoma","Burkitt_lymphoma","lymphoma","Haematopoietic and Lymphoid","Metastasis","Pleural Effusion",NA,"Burkitt's Lymphoma","Male","Unknown",10,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"815",1043,906695,"BONNA-12","SIDS00461","SIDM00984","BONNA-12","SIDP00398","ACH-001452","BONNA12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","leukemia","hairy_cell_leukaemia","leukemia","Haematopoietic and Lymphoid","Metastasis","Spleen",NA,"Other Blood Cancers","Male","Unknown",46,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","N"
"816",1274,909711,"SCH","SIDS01058","SIDM00383","SCH","SIDP00950","ACH-002198","SCH_STOMACH","digestive_system","stomach","digestive_system","Stomach","Tumour","Stomach",NA,"Gastric Carcinoma","Male","Unknown",NA,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"817",1051,906794,"A253","SIDS00068","SIDM00796","A253","SIDP00053","ACH-000740","A253_SALIVARY_GLAND","aero_dig_tract","head and neck","aero_dig_tract","Head and Neck","Tumour","Submaxillary salivary gland",NA,"Head and Neck Carcinoma","Male","White",54,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"818",1311,909759,"SW982","SIDS00404","SIDM01161","SW982","SIDP00348","ACH-001274","SW982_SOFT_TISSUE","soft_tissue","soft_tissue_other","soft_tissue","Soft Tissue","Tumour","Synovium",NA,"Other Sarcomas","Female","White",25,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"819",635,1290765,"CAL-78","SIDS00478","SIDM00929","CAL-78","SIDP00415","ACH-000516","CAL78_BONE","bone","chondrosarcoma","bone","Bone","Tumour","Thigh muscle",NA,"Chondrosarcoma","Male","Unknown",76,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
"820",1317,909776,"U-2-OS","SIDS00416","SIDM01191","U-2-OS","SIDP00358","ACH-000364","U2OS_BONE","bone","osteosarcoma","bone","Bone","Tumour","Tibia",NA,"Osteosarcoma","Female","White",15,"","Unknown","",NA,"","",NA,TRUE,"Y","Y","Y","Y","Y"
